text,tactic,technique
Bandook has modules that are capable of capturing audio.,TA0009,T1123
Cadelspy has the ability to record audio from the compromised host.,TA0009,T1123
Cobian RAT has a feature to perform voice recording on the victim’s machine.,TA0009,T1123
Crimson can perform audio surveillance using microphones.,TA0009,T1123
DarkComet can listen in to victims' conversations through the system’s microphone.,TA0009,T1123
Derusbi is capable of performing audio captures.,TA0009,T1123
DOGCALL can capture microphone data from the victim's machine.,TA0009,T1123
EvilGrab has the capability to capture audio from a victim machine.,TA0009,T1123
Flame can record audio using any existing hardware recording devices.,TA0009,T1123
Imminent Monitor has a remote microphone monitoring capability.,TA0009,T1123
InvisiMole can record sound using input audio devices.,TA0009,T1123
Janicab captured audio and sent it out to a C2 server.,TA0009,T1123
jRAT can capture microphone recordings.,TA0009,T1123
Machete captures audio from the computer’s microphone.,TA0009,T1123
MacSpy can record the sounds from microphones on a computer.,TA0009,T1123
Micropsia can perform microphone recording.,TA0009,T1123
NanoCore can capture audio feeds from the system.,TA0009,T1123
PowerSploit's Get-MicrophoneAudio Exfiltration module can record system microphone audio.,TA0009,T1123
Pupy can record sound with the microphone.,TA0009,T1123
Remcos can capture data from the system’s microphone.,TA0009,T1123
Revenge RAT has a plugin for microphone interception.,TA0009,T1123
ROKRAT has an audio capture and eavesdropping module.,TA0009,T1123
T9000 uses the Skype API to record audio and video calls.,TA0009,T1123
It writes encrypted data to %APPDATA%\Intel\Skype.,TA0009,T1123
TajMahal has the ability to capture VoiceIP application audio on an infected host.,TA0009,T1123
VERMIN can perform audio capture.,TA0009,T1123
"Monitor executed commands and arguments for actions that can leverage a computer’s peripheral devices (, microphones and webcams) or applications (, voice and video call services) to capture audio recordings for the purpose of listening into sensitive conversations to gather information.",TA0009,T1123
"Once established within a system or network, an adversary may use automated techniques for collecting internal data.",TA0009,T1119
"Methods for performing this technique could include use of a Command and Scripting Interpreter to search for and copy information fitting set criteria such as file type, location, or name at specific time intervals.",TA0009,T1119
"In cloud-based environments, adversaries may also use cloud APIs, command line interfaces, or extract, transform, and load (ETL) services to automatically collect data.",TA0009,T1119
This functionality could also be built into remote access tools.,TA0009,T1119
"This technique may incorporate use of other techniques such as File and Directory Discovery and Lateral Tool Transfer to identify and move files, as well as Cloud Service Dashboard and Cloud Storage Object Discovery to identify resources in cloud environments.",TA0009,T1119
"AppleSeed has automatically collected data from USB drives, keystrokes, and screen images before exfiltration.",TA0009,T1119
APT1 used a batch script to perform a series of discovery techniques and saves it to a text file.,TA0009,T1119
APT28 used a publicly available tool to gather and compress multiple documents on the DCCC and DNC networks.,TA0009,T1119
Attor has automatically collected data about the compromised system.,TA0009,T1119
BADNEWS monitors USB devices and copies files with certain extensions to a predefined directory.,TA0009,T1119
Bankshot recursively generates a list of files within a directory and sends them back to the control server.,TA0009,T1119
Chimera has used custom DLLs for continuous retrieval of data from memory.,TA0009,T1119
Comnie executes a batch script to store discovery information in %TEMP%\info.dat and then uploads the temporarily file to the remote C2 server.,TA0009,T1119
"Confucius has used a file stealer to steal documents and images with the following extensions: txt, pdf, png, jpg, doc, xls, xlm, odp, ods, odt, rtf, ppt, xlsx, xlsm, docx, pptx, and jpeg.",TA0009,T1119
Crutch can automatically monitor removable drives in a loop and copy interesting files.,TA0009,T1119
FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,TA0009,T1119
"FIN6 has used a script to iterate through a list of compromised PoS systems, copy and remove data to a log file, and to bind to events from the submit payment button.",TA0009,T1119
"Frankenstein has enumerated hosts via Empire, gathering the username, domain name, machine name, and other system information.",TA0009,T1119
Gamaredon Group has deployed scripts on compromised systems that automatically scan for interesting documents.,TA0009,T1119
"GoldFinder logged and stored information related to the route or hops a packet took from a compromised machine to a hardcoded C2 server, including the target C2 URL, HTTP response/status code, HTTP response headers and values, and data received from the C2 node.",TA0009,T1119
A Helminth VBScript receives a batch script to execute a set of commands in a command prompt.,TA0009,T1119
InvisiMole can sort and collect specific documents as well as generate a list of all files on a newly inserted drive and store them in an encrypted file.,TA0009,T1119
Ke3chang has performed frequent and scheduled data collection from victim networks.,TA0009,T1119
LightNeuron can be configured to automatically collect files under a specified directory.,TA0009,T1119
menuPass has used the Csvde tool to collect Active Directory files and data.,TA0009,T1119
"MESSAGETAP checks two files, keyword_parm.txt and parm.txt, for instructions on how to target and save data parsed and extracted from SMS message data from the network traffic.",TA0009,T1119
"If an SMS message contained either a phone number, IMSI number, or keyword that matched the predefined list, it is saved to a CSV file for later theft by the threat actor.",TA0009,T1119
"Metamorfo has automatically collected mouse clicks, continuous screenshots on the machine, and set timers to collect the contents of the clipboard and website browsing.",TA0009,T1119
"Micropsia executes an RAR tool to recursively archive files based on a predefined list of file extensions (.xls, .xlsx, .csv, .odt, .doc, .docx, .ppt, .pptx, .pdf, .mdb, .accdb, .accde, *.txt).",TA0009,T1119
Mustang Panda used custom batch scripts to collect files automatically from a targeted system.,TA0009,T1119
Mythic supports scripting of file downloads from agents.,TA0009,T1119
NETWIRE can automatically archive collected data.,TA0009,T1119
OilRig has used automated collection.,TA0009,T1119
Operation Wocao has used a script to collect information about the infected system.,TA0009,T1119
Patchwork developed a file stealer to search C:\ and collect files with certain extensions.,TA0009,T1119
"Patchwork also executed a script to enumerate all drives, store them as a list, and upload generated files to the C2 server.",TA0009,T1119
PoetRAT used file system monitoring to track modification and enable automatic exfiltration.,TA0009,T1119
PoshC2 contains a module for recursively parsing through files and directories to gather valid credit card numbers.,TA0009,T1119
Proxysvc automatically collects data about the victim and sends it to the control server.,TA0009,T1119
"Ramsay can conduct an initial scan for Microsoft Word documents on the local system, removable media, and connected network drives, before tagging and collecting them.",TA0009,T1119
It can continue tagging documents to collect with follow up scans.,TA0009,T1119
ROADTools automatically gathers data from Azure AD environments using the Azure Graph API.,TA0009,T1119
Rover automatically collects files from the local system and removable drives based on a predefined list of file extensions on a regular timeframe.,TA0009,T1119
RTM monitors browsing activity and automatically captures screenshots if a victim browses to a URL matching one of a list of strings.,TA0009,T1119
